id,pid_total,penalty_bind,penalty_top50,gaps_bind,dr_interface_size,dr_bsa,dr_sasa,dr_res_type_0,dr_res_type_1,dr_res_type_2,dr_res_type_3,dr_res_type_4,dr_res_type_5,dr_res_type_6,dr_res_type_7,dr_res_type_8,dr_res_type_9,dr_res_type_10,dr_res_type_11,dr_res_type_12,dr_res_type_13,dr_res_type_14,dr_res_type_15,dr_res_type_16,dr_res_type_17,dr_res_type_18,dr_res_type_19,dr_polarity_0,dr_polarity_1,dr_polarity_2,dr_polarity_3,dr_res_size,dr_res_mass,dr_res_charge,dr_hb_acceptors,dr_hb_donors,dr_irc_negative_negative,dr_irc_negative_positive,dr_irc_nonpolar_negative,dr_irc_nonpolar_nonpolar,dr_irc_nonpolar_polar,dr_irc_nonpolar_positive,dr_irc_polar_negative,dr_irc_polar_polar,dr_irc_polar_positive,dr_irc_positive_positive,dr_irc_total,dr_res_charge_positive,dr_res_charge_negative,dr_res_pI,dr_hb_donor_acceptor_ratio,dr_salt_bridges,dr_electrostatic_inter,dr_vanderwaals_inter,UniProtID,pIspG,length,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,neg_charged_aa,pos_charged_aa,hydrophobic_aa,molecular_weight,isoelectric_point,aromaticity,instability_index,organism,GO:0005506,GO:0005829,GO:0009055,GO:0016114,GO:0019288,GO:0046429,GO:0046872,GO:0051539,GO:0141197,RMSE,binding_site_opening,CL_FLDA_A,CL_FLDA_B,Sphere10_length,Sphere10_aa_A,Sphere10_aa_C,Sphere10_aa_D,Sphere10_aa_E,Sphere10_aa_F,Sphere10_aa_G,Sphere10_aa_H,Sphere10_aa_I,Sphere10_aa_K,Sphere10_aa_L,Sphere10_aa_M,Sphere10_aa_N,Sphere10_aa_P,Sphere10_aa_Q,Sphere10_aa_R,Sphere10_aa_S,Sphere10_aa_T,Sphere10_aa_V,Sphere10_aa_W,Sphere10_aa_Y,Sphere10_neg_charged_aa,Sphere10_pos_charged_aa,Sphere10_hydrophobic_aa,Sphere10_molecular_weight,phylo_dist
WP_005223505.1,0.6229,1000000039.2141,2.2717,15,211.0,2447.385,7089.02,0.0758310871518418,0.0331761006289308,0.0995283018867924,0.0758310871518418,0.0521338724168912,0.1137466307277628,0.0331761006289308,0.0402740341419586,0.0379155435759209,0.0402740341419586,0.0189577717879604,0.0568733153638814,0.042654986522911,0.0284366576819407,0.0379155435759209,0.0497529200359389,0.0663522012578616,0.0497753818508535,0.0189577717879604,0.0284366576819407,0.4526055705300988,0.2630278526504941,0.1753593890386343,0.1090071877807726,780.5,23122.6,-14.0,246.0,141.5,3.0,26.0,35.0,5.0,39.0,10.0,24.0,17.0,27.0,8.0,194.0,23.0,-37.0,5.69,0.575204494753367,0.1340348639455782,14263.83,838.47,W0E1A0,-,410,11.219512195121952,2.195121951219512,5.365853658536586,6.829268292682928,1.4634146341463417,9.024390243902438,2.195121951219512,4.878048780487805,2.682926829268293,7.317073170731707,4.146341463414634,3.414634146341464,4.634146341463414,4.390243902439024,8.292682926829269,5.121951219512195,5.121951219512195,8.780487804878048,0.4878048780487805,2.4390243902439024,12.195121951219512,13.170731707317074,32.19512195121951,44473.239100000064,6.040870857238769,0.0439024390243902,40.44170731707318,Marichromatium purpuratum,1,0,0,1,1,1,0,1,1,1.621873140335083,10.941099480265402,15.862834338442337,15.997342166031403,87.0,10.344827586206897,3.4482758620689653,3.4482758620689653,4.597701149425287,3.4482758620689653,12.643678160919542,2.2988505747126435,4.597701149425287,4.597701149425287,4.597701149425287,4.597701149425287,3.4482758620689653,5.747126436781609,6.896551724137931,2.2988505747126435,5.747126436781609,5.747126436781609,10.344827586206897,0.0,1.1494252873563218,8.045977011494253,9.195402298850574,29.88505747126437,9020.250199999997,0.7180071637902963
CAL93544.1,0.6114,1000000042.2964,0.0,15,211.5,2364.04,6005.925,0.0897722696971052,0.0331193235202004,0.0898953066976869,0.0661156100398192,0.0544718357120486,0.1063934499574963,0.023656659657286,0.0496174667800098,0.0378506554516576,0.054348798711467,0.0189253277258288,0.0448861348485526,0.047313319314572,0.023656659657286,0.030692139054181,0.0520446512460292,0.0732741264372958,0.054348798711467,0.0164981432598094,0.0331193235202004,0.4916894098698045,0.2601002192295646,0.1560109167375061,0.0921994541631247,766.0,22941.1,-13.5,226.0,127.5,6.0,20.0,26.0,4.0,50.0,5.0,42.0,21.0,21.0,5.0,200.0,19.5,-33.0,5.705,0.5640282131661443,0.1001113473023585,14864.19,3364.305,A1K3Y9,+,415,12.771084337349398,1.4457831325301205,4.819277108433735,6.024096385542169,2.1686746987951806,9.156626506024097,1.2048192771084338,4.819277108433735,3.3734939759036147,7.951807228915662,3.614457831325301,3.614457831325301,5.0602409638554215,3.855421686746989,6.506024096385541,5.301204819277109,5.783132530120482,9.879518072289155,0.4819277108433735,2.1686746987951806,10.843373493975903,11.08433734939759,35.42168674698795,44137.09760000004,5.862737464904785,0.0481927710843373,36.73036144578314,Azoarcus olearius,1,0,0,1,1,1,0,1,1,1.2923500537872314,11.109654738138325,16.080760345333893,15.714984604404432,89.0,8.98876404494382,3.3707865168539324,2.247191011235955,6.741573033707865,4.49438202247191,13.48314606741573,1.1235955056179776,5.617977528089887,3.3707865168539324,4.49438202247191,3.3707865168539324,3.3707865168539324,6.741573033707865,2.247191011235955,2.247191011235955,5.617977528089887,11.235955056179774,10.112359550561797,0.0,1.1235955056179776,8.98876404494382,6.741573033707865,29.21348314606741,9103.305899999996,0.7529488859764089
WP_011870774.1,0.619,1000000040.3191,0.0,15,168.0,1749.44,5945.305,0.0625,0.0238095238095238,0.0863095238095238,0.0714285714285714,0.0535714285714285,0.1130952380952381,0.0297619047619047,0.0476190476190476,0.0416666666666666,0.0446428571428571,0.0119047619047619,0.0595238095238095,0.0535714285714285,0.0357142857142857,0.0357142857142857,0.0416666666666666,0.0803571428571428,0.0476190476190476,0.0178571428571428,0.0416666666666666,0.4523809523809524,0.2827380952380952,0.1577380952380952,0.1071428571428571,638.0,18576.15,-8.5,191.0,118.5,2.0,23.0,20.0,3.0,19.0,7.0,29.0,11.0,24.0,4.0,142.0,18.0,-26.5,5.745,0.6205308181618776,0.1621031746031746,9708.490000000002,463.955,A4G4K2,-,425,10.823529411764705,1.8823529411764703,5.411764705882352,5.88235294117647,1.8823529411764703,9.411764705882351,1.411764705882353,6.8235294117647065,4.0,6.588235294117648,3.294117647058824,3.7647058823529407,4.941176470588235,3.5294117647058822,6.11764705882353,5.411764705882352,6.11764705882353,9.411764705882351,0.7058823529411765,2.588235294117647,11.294117647058824,11.529411764705882,33.64705882352941,45533.61780000002,5.803454399108887,0.0517647058823529,35.38588235294118,Herminiimonas arsenicoxydans,1,0,0,1,1,1,0,1,1,1.311110019683838,11.078881964312368,18.092078273968053,17.936246206118778,89.0,10.112359550561797,3.3707865168539324,3.3707865168539324,5.617977528089887,3.3707865168539324,12.359550561797752,2.247191011235955,7.865168539325842,2.247191011235955,4.49438202247191,3.3707865168539324,4.49438202247191,6.741573033707865,2.247191011235955,3.3707865168539324,4.49438202247191,8.98876404494382,11.235955056179774,0.0,0.0,8.98876404494382,7.865168539325842,33.70786516853933,9108.375299999994,0.7296427421950434
WP_011137085.1,0.6088,1000000039.9542,0.0,15,204.0,2360.715,6379.805,0.0832792558944408,0.0196120845050111,0.1029634436513086,0.0588362535150335,0.0636671713894296,0.1102819237147595,0.0147090633787583,0.0588362535150335,0.0588362535150335,0.0539332323887807,0.0245151056312639,0.0441271901362751,0.0441271901362751,0.0294181267575167,0.0318335856947148,0.0392241690100223,0.0539332323887807,0.0588362535150335,0.0147090633787583,0.0343211478837695,0.5121854495637753,0.2206359506813757,0.1617996971663421,0.1053789025885067,759.5,22379.25,-11.5,210.0,130.5,7.0,35.0,24.0,7.0,52.0,17.0,20.0,17.0,32.0,5.0,216.0,21.5,-33.0,5.765000000000001,0.6214285714285714,0.162093800908857,11714.225,3094.06,Q7NS88,+,427,10.53864168618267,1.639344262295082,6.088992974238876,5.620608899297424,2.107728337236534,8.899297423887589,1.1709601873536302,5.152224824355972,4.215456674473068,8.899297423887589,3.0444964871194378,3.51288056206089,5.620608899297424,3.747072599531616,6.791569086651054,5.152224824355972,5.152224824355972,10.070257611241216,0.468384074941452,2.107728337236534,11.7096018735363,12.177985948477753,34.66042154566745,45875.19930000003,6.057183647155762,0.0468384074941452,33.45761124121778,Chromobacterium violaceum,1,0,0,1,1,1,0,1,1,1.436788558959961,11.119333158411102,17.894016018398958,18.150925293944837,91.0,6.593406593406594,3.296703296703297,6.593406593406594,5.494505494505495,3.296703296703297,10.989010989010987,1.098901098901099,5.494505494505495,4.395604395604396,6.593406593406594,3.296703296703297,2.197802197802198,7.6923076923076925,3.296703296703297,2.197802197802198,4.395604395604396,8.791208791208792,12.087912087912088,0.0,2.197802197802198,12.087912087912088,7.6923076923076925,30.76923076923077,9568.888699999996,0.7529867613819825
WP_011479842.1,0.6025,1000000039.7365,0.0,15,187.5,2124.62,5898.34,0.0800005688929343,0.0293264307657298,0.0853339401524633,0.0773409944248492,0.0586670838548185,0.117334167709637,0.0213334850381158,0.0453265445443167,0.0426669700762316,0.0426669700762316,0.0160001137785868,0.0480003413357606,0.0480003413357606,0.0320002275571737,0.0320002275571737,0.0480003413357606,0.0640004551143474,0.0586670838548185,0.0160001137785868,0.0373335988167026,0.4826629878256911,0.258661394925475,0.1626749345773125,0.0960006826715212,689.5,20453.25,-12.5,205.0,119.0,0.0,27.0,35.0,6.0,41.0,11.0,29.0,11.0,18.0,4.0,182.0,18.0,-30.5,5.705,0.5805430618024321,0.1478924418604651,10186.54,762.395,Q1H0U9,-,428,10.046728971962615,1.6355140186915886,5.14018691588785,5.607476635514018,1.6355140186915886,8.878504672897195,1.4018691588785046,5.841121495327103,4.439252336448598,7.943925233644859,3.2710280373831773,3.2710280373831773,4.906542056074766,4.672897196261682,6.308411214953271,6.308411214953271,5.841121495327103,9.579439252336448,0.7009345794392523,2.570093457943925,10.74766355140187,12.149532710280374,33.41121495327103,46109.38600000001,7.0075883865356445,0.0490654205607476,37.01144859813084,Methylobacillus flagellatus,1,0,0,1,1,1,0,1,1,1.41198992729187,11.049525071758968,17.90618388833076,18.02238604828792,89.0,6.741573033707865,3.3707865168539324,3.3707865168539324,6.741573033707865,3.3707865168539324,11.235955056179774,1.1235955056179776,5.617977528089887,5.617977528089887,6.741573033707865,3.3707865168539324,3.3707865168539324,6.741573033707865,3.3707865168539324,2.247191011235955,4.49438202247191,8.98876404494382,12.359550561797752,0.0,1.1235955056179776,10.112359550561797,8.98876404494382,31.46067415730337,9334.726999999995,0.7355398457583547
EWC76322.1,0.2208,29.2259,4.7798,30,220.0,2084.335,9399.44,0.0591214470284237,0.0250645994832041,0.0931782945736434,0.081860465116279,0.0704392764857881,0.0817571059431524,0.0272868217054263,0.0749870801033591,0.0726614987080103,0.0590180878552971,0.0136434108527131,0.0432558139534883,0.0409302325581395,0.0272868217054263,0.0454780361757106,0.0340568475452196,0.0545736434108527,0.0386046511627907,0.0136434108527131,0.0431524547803617,0.4521447028423773,0.2273901808785529,0.1750387596899225,0.1454263565891473,898.0,25197.7,-6.5,239.5,167.0,3.0,26.0,23.0,8.0,28.0,7.0,23.0,19.0,12.0,6.0,155.0,32.0,-38.5,5.865,0.6972312306029222,0.1675576344804544,11064.855,247.435,W7JBQ5,-,823,3.0376670716889427,1.701093560145808,5.103280680437424,7.897934386391252,4.0097205346294045,5.224787363304982,1.8226002430133657,9.842041312272174,11.421628189550423,9.720534629404618,2.3086269744835968,10.814094775212636,2.0656136087484813,2.0656136087484813,3.6452004860267313,4.738760631834751,4.25273390036452,5.710814094775213,0.3645200486026731,4.25273390036452,13.001215066828674,16.889428918590525,28.311057108140947,95124.72590000049,8.911158561706543,0.0862697448359659,42.80442284325649,Plasmodium falciparum UGT5.1,1,0,0,1,1,1,0,1,0,27.301410675048828,9.175809672789905,19.624073856532025,19.73890467232028,210.5,7.125930941096818,3.8004965019183032,4.750620627397879,5.700744752877455,3.3254344391785158,8.313021891220943,1.900248250959152,10.926427443015122,5.700744752877455,5.937711577522004,3.3254344391785158,4.988715865493116,3.3254344391785158,2.3753103136989395,4.750620627397879,6.175806815617243,6.175806815617243,6.650868878357031,0.9501241254795758,3.8004965019183032,10.451365380275334,12.351613631234486,30.640938839990973,23252.65665000002,0.7134868421052631
ALO15331.1,0.3655,27.8853,5.2857,30,194.0,1895.59,7328.365,0.0901952969310482,0.0257738806961604,0.1030955227846419,0.0644214162348877,0.0618573136707851,0.0670120898100172,0.0206191045569283,0.056702537531553,0.0773216420884814,0.0489836588282184,0.0128736548425667,0.0463929852530888,0.0360834329746246,0.0257738806961604,0.0515477613923209,0.0515477613923209,0.056702537531553,0.056702537531553,0.0154643284176962,0.0309286568353925,0.445874850538063,0.2371197024046765,0.1675169390195297,0.1494885080377308,761.0,21824.800000000003,-3.5,210.0,157.0,2.0,34.0,14.0,5.0,10.0,19.0,9.0,2.0,27.0,3.0,125.0,29.0,-32.5,5.915,0.7476868650217707,0.2720174091141832,9835.509999999998,817.98,A0A0S2HZ10,-,638,8.307210031347962,0.9404388714733544,5.6426332288401255,6.896551724137931,3.2915360501567394,6.739811912225706,2.3510971786833856,6.739811912225706,6.112852664576803,8.150470219435736,2.8213166144200628,5.015673981191222,3.605015673981191,3.2915360501567394,5.6426332288401255,5.329153605015674,6.583072100313479,9.090909090909092,0.7836990595611284,2.664576802507837,12.539184952978054,14.106583072100312,32.288401253918494,70799.24380000035,6.350472831726075,0.067398119122257,33.007523510971815,Salinivirga cyanobacteriivorans,1,0,0,1,1,1,0,1,1,10.818547248840332,8.975313001048,20.4346366870548,20.62760165380776,212.5,9.882407653467975,1.882363362565329,4.23531756577199,4.23531756577199,2.823545043847994,9.175967756222873,1.882363362565329,7.058862609619984,6.588271768978652,6.11768092833732,2.823545043847994,5.176499247054656,2.823545043847994,2.3529542032066613,5.647090087695988,6.588271768978652,7.058862609619984,11.294180175391975,0.0,2.3529542032066613,8.47063513154398,14.117725219239968,34.35313136681725,22698.481650000005,0.6995336442371752
ACX75977.1,0.4186,27.5247,14.0015,30,229.5,2043.565,8238.275,0.0915245546735538,0.0217915606365604,0.0740913061643055,0.0936704774203349,0.0697329940369934,0.0762372289110866,0.0152208591287173,0.0653082152759314,0.0805955410383987,0.0610163697823692,0.0087166242546241,0.0348664970184967,0.0566580576550571,0.0392248091458088,0.0326541076379657,0.0261498727638725,0.0653746819096813,0.0392248091458088,0.0130749363819362,0.0348664970184967,0.481493790117361,0.2222739184929165,0.1677617835846405,0.1284705078050818,902.5,25787.35,-9.0,241.5,162.5,9.0,15.0,21.0,6.0,41.0,15.0,17.0,13.0,9.0,7.0,153.0,29.5,-38.5,5.855,0.6727570478084917,0.097945205479452,9896.435,1285.885,C9RL29,-,579,11.398963730569948,1.5544041450777202,6.044905008635578,7.081174438687392,3.7996545768566494,8.635578583765112,1.208981001727116,5.699481865284974,6.390328151986183,8.117443868739207,2.072538860103627,2.417962003454232,5.008635578583765,2.417962003454232,5.699481865284974,4.66321243523316,5.354058721934369,9.499136442141625,0.3454231433506045,2.5906735751295336,13.126079447322972,13.298791018998276,34.715025906735754,62498.119500000175,5.857337760925293,0.0673575129533678,32.74386873920551,Fibrobacter succinogenes subsp. succinogenes S85,1,0,0,1,1,1,0,1,1,25.07699012756348,7.41203713159363,19.61791956348436,19.84235009553144,172.0,8.427991886409735,1.744421906693712,5.233265720081135,4.651791751183232,4.070317782285327,11.048005409060178,1.744421906693712,9.590939824205543,5.81473968897904,4.939148073022313,2.90736984448952,4.070317782285327,5.233265720081135,2.90736984448952,4.651791751183232,6.977687626774848,6.977687626774848,6.683569979716024,0.0,2.325895875591616,9.885057471264368,12.210953346855984,29.641649763353616,18332.784649999987,0.693972693972694
AAP05169.1,0.3849,28.4522,9.8046,30,153.5,1673.9699999999998,4963.665,0.0456263269639065,0.0325902335456475,0.0977707006369426,0.0847346072186836,0.0716985138004246,0.0422929936305732,0.0618471337579617,0.0748832271762208,0.052144373673036,0.0779193205944798,0.013036093418259,0.052144373673036,0.0488110403397027,0.0325902335456475,0.0065180467091295,0.0554777070063694,0.052144373673036,0.0456263269639065,0.0195541401273885,0.0325902335456475,0.439447983014862,0.2575371549893843,0.1825053078556263,0.1205095541401273,636.5,17714.699999999997,-9.5,185.5,89.0,10.0,23.0,8.0,1.0,16.0,8.0,19.0,14.0,18.0,2.0,119.0,18.5,-28.0,5.619999999999999,0.4797878523684975,0.1924603174603174,7225.47,-22.42,Q823I7,-,606,6.6006600660066,2.31023102310231,4.455445544554455,8.085808580858085,3.96039603960396,6.930693069306932,3.7953795379537953,6.270627062706271,7.590759075907591,9.405940594059404,2.64026402640264,3.3003300330033,4.62046204620462,2.31023102310231,3.630363036303631,5.6105610561056105,6.930693069306932,8.745874587458747,0.6600660066006601,2.145214521452145,12.54125412541254,15.01650165016502,31.02310231023102,67124.83920000016,6.307161521911622,0.0676567656765676,29.639438943894373,Chlamydia caviae GPIC,1,0,0,1,1,1,0,1,1,20.796083450317383,9.740292821613092,45.72397961273816,46.17247764958104,213.0,7.042253521126761,4.225352112676056,4.694835680751173,4.694835680751173,3.755868544600939,8.92018779342723,2.3474178403755865,8.92018779342723,4.694835680751173,6.572769953051644,5.633802816901409,2.8169014084507045,4.225352112676056,1.8779342723004693,3.755868544600939,6.103286384976526,8.92018779342723,8.92018779342723,0.0,1.8779342723004693,9.389671361502346,10.7981220657277,31.455399061032864,22901.63690000001,0.716167270332565
WP_010883016.1,0.3915,28.5841,8.4192,30,198.0,2147.67,6742.475,0.0732214371349131,0.0353544371604214,0.0808101420809631,0.0757595082009029,0.0555569726806621,0.0808101420809631,0.025253169400301,0.0757595082009029,0.0555569726806621,0.0530189016146723,0.0277657322143713,0.0303038032803611,0.0404050710404815,0.0429176338545519,0.0353544371604214,0.0429431421064714,0.0808101420809631,0.032841874346351,0.0101012677601203,0.0454557049205417,0.4494809070734382,0.277784863403311,0.1565696502818662,0.1161645792413846,769.5,22255.1,-8.0,216.0,137.5,0.0,31.0,16.0,5.0,21.0,17.0,14.0,7.0,26.0,4.0,141.0,23.0,-31.0,5.79,0.6365740740740741,0.2198831587429492,9456.675,127.28,Q9Z8H0,-,613,7.177814029363784,1.957585644371941,5.5464926590538335,7.3409461663947795,4.078303425774878,6.688417618270799,4.078303425774878,6.851549755301795,6.688417618270799,10.114192495921696,2.446982055464926,2.936378466557912,5.057096247960848,2.7732463295269167,4.078303425774878,4.404567699836868,7.177814029363784,7.3409461663947795,0.6525285481239804,2.6101141924959217,12.887438825448614,14.845024469820556,31.484502446982056,68308.00620000024,6.039734077453613,0.0734094616639478,32.6247960848287,Chlamydia pneumoniae,1,0,0,1,1,1,0,1,1,23.15049362182617,7.706407529619394,19.0404276041163,19.092577241715816,120.5,4.9862068965517246,3.3241379310344827,5.355172413793104,6.2172413793103445,4.555172413793104,8.710344827586207,3.3241379310344827,5.817241379310345,6.2172413793103445,8.310344827586206,7.048275862068965,4.9862068965517246,2.4931034482758623,0.8310344827586207,5.386206896551725,4.9862068965517246,10.80344827586207,4.9862068965517246,0.0,1.6620689655172414,11.572413793103449,14.92758620689655,24.1,13407.910949999989,0.7220240025948752
WP_012464304.1,0.3896,28.6864,0.0,30,180.5,1681.53,7193.24,0.0775004604899613,0.0221649168048136,0.0997421256216614,0.0775772088168477,0.0664947504144409,0.0637625099772825,0.0138146988395652,0.0720359796156443,0.0720359796156443,0.0692269908515994,0.0110824584024068,0.0443298336096273,0.0554122920120341,0.0332473752072204,0.0470620740467857,0.0387886044084238,0.0498710628108307,0.0304383864431755,0.0166236876036102,0.0387886044084238,0.4625775158101554,0.2271903972493399,0.1773193344385092,0.1329127525019954,733.0,20614.550000000003,-8.0,197.5,138.0,3.0,26.0,13.0,4.0,28.0,7.0,16.0,11.0,15.0,0.0,123.0,24.0,-32.0,5.85,0.6987001999692355,0.2129973474801061,9391.8,56.36,B3DYH4,-,606,8.415841584158416,1.8151815181518156,7.260726072607261,5.445544554455446,3.7953795379537953,7.590759075907591,1.65016501650165,6.6006600660066,6.105610561056106,9.405940594059404,1.98019801980198,3.1353135313531357,5.9405940594059405,1.98019801980198,7.425742574257425,6.105610561056106,4.785478547854786,6.930693069306932,0.6600660066006601,2.9702970297029703,12.706270627062707,15.18151815181518,31.353135313531357,67005.26810000025,8.466713523864748,0.0742574257425742,34.78036303630364,Methylacidiphilum infernorum,1,0,0,1,1,1,0,1,1,20.43704414367676,8.551551692211156,23.393563138672537,23.13577673426172,215.0,11.16279069767442,2.3255813953488373,5.5813953488372094,4.186046511627907,3.255813953488372,8.372093023255815,1.3953488372093024,9.534883720930232,6.511627906976744,6.046511627906977,3.72093023255814,3.488372093023256,4.418604651162791,1.3953488372093024,4.418604651162791,5.116279069767442,7.441860465116279,8.837209302325581,0.0,2.7906976744186047,9.767441860465116,12.325581395348838,35.581395348837205,22970.54845,0.7169686985172982
ACU05649.1,0.3582,26.74,2.0082,30,202.0,2305.1400000000003,6869.43,0.0940686274509804,0.0198039215686274,0.0940686274509804,0.0643627450980392,0.0544607843137254,0.069313725490196,0.0198039215686274,0.0667647058823529,0.0618627450980392,0.034656862745098,0.0297058823529411,0.0495098039215686,0.0445588235294117,0.0297058823529411,0.0396078431372549,0.0396078431372549,0.0891176470588235,0.034656862745098,0.0099019607843137,0.0544607843137254,0.4380882352941176,0.2822058823529412,0.1584313725490196,0.1212745098039215,789.5,22717.2,-7.5,227.0,152.5,4.0,35.0,26.0,2.0,26.0,22.0,28.0,10.0,26.0,6.0,185.0,24.5,-32.0,5.82,0.6718061674008811,0.1891654978962131,12230.195,508.665,C6XST6,-,644,7.763975155279502,1.2422360248447204,6.6770186335403725,6.055900621118012,2.484472049689441,7.453416149068323,1.8633540372670807,6.211180124223603,5.590062111801243,10.093167701863354,3.7267080745341614,4.658385093167702,3.7267080745341614,3.260869565217391,4.813664596273292,4.968944099378882,6.6770186335403725,7.298136645962733,0.4658385093167702,4.968944099378882,12.732919254658384,12.267080745341614,31.366459627329192,71624.21040000036,5.415528297424316,0.0791925465838509,24.660714285714263,Pedobacter heparinus DSM 2366,1,0,0,1,1,1,0,1,1,12.317587852478027,9.42462014245407,17.45113414679823,17.447603813415423,80.0,7.5,3.75,5.0,5.0,1.25,11.25,0.0,10.0,6.25,8.75,2.5,3.75,3.75,2.5,5.0,3.75,8.75,6.25,0.0,5.0,10.0,11.25,32.5,8623.931599999998,0.7015516672169033
ADE56011.1,0.3299,26.6557,4.4243,30,224.5,2516.905,6960.545,0.1024544624786698,0.0178181673875947,0.0779396007778086,0.0757272113972776,0.0311817929282908,0.086848684471606,0.0267272510813921,0.084636295091075,0.0757272113972776,0.0801817532441763,0.0311817929282908,0.0400908766220881,0.0400908766220881,0.0222727092344934,0.0445454184689868,0.0222727092344934,0.0445454184689868,0.0601214333902139,0.0089090836937973,0.0267272510813921,0.5256061748482083,0.1737271320290487,0.1536668121750863,0.1469998809476566,838.5,24748.95,-1.5,208.0,158.0,0.0,18.0,38.0,41.0,43.0,22.0,24.0,11.0,13.0,6.0,216.0,33.0,-34.5,5.975,0.7596856218215442,0.0834478021978022,13860.76,11337.715,D5EHX1,-,681,10.27900146842878,2.4963289280469896,6.31424375917768,7.342143906020558,2.3494860499265786,6.7547723935389135,2.202643171806168,6.607929515418502,4.992657856093979,10.13215859030837,2.055800293685756,3.671071953010279,4.552129221732746,3.524229074889868,6.461086637298092,5.580029368575625,5.4331864904552125,6.020558002936858,0.5873715124816447,2.643171806167401,13.656387665198238,13.656387665198238,33.03964757709251,74888.67220000044,5.601903343200683,0.0558002936857562,35.12995594713665,Coraliomargarita akajimensis DSM 45221,1,0,0,1,1,1,0,1,1,23.31644630432129,9.01320617042765,41.42252636903219,41.55966861747259,208.5,10.31055900621118,2.6363008971704627,5.755693581780538,3.357487922705314,2.877846790890269,9.113181504485851,1.4389233954451346,7.674258109040718,5.755693581780538,6.714975845410628,3.357487922705314,4.316770186335404,4.554865424430641,2.877846790890269,4.316770186335404,6.235334713595584,7.674258109040718,8.153899240855763,0.0,2.877846790890269,9.113181504485851,11.511387163561077,32.853692201518285,22165.8237,0.6907284768211921
BAC91563.1,0.6268,30.032,0.0,30,182.0,1634.83,7123.31,0.0741798941798941,0.0301587301587301,0.0796825396825396,0.099047619047619,0.044021164021164,0.0878306878306878,0.0275132275132275,0.055026455026455,0.0385185185185185,0.0741798941798941,0.0165079365079365,0.0275132275132275,0.0548148148148148,0.022010582010582,0.0768253968253968,0.0411640211640211,0.055026455026455,0.0521693121693121,0.011005291005291,0.0328042328042328,0.4697354497354497,0.2086772486772486,0.1787301587301587,0.1428571428571428,709.0,20446.1,-6.5,194.0,139.5,2.0,20.0,30.0,3.0,29.0,4.0,9.0,6.0,19.0,2.0,124.0,26.0,-32.5,5.904999999999999,0.7186868686868686,0.1612394957983193,8196.13,1601848.14,Q7NFA4,-,396,9.595959595959595,1.5151515151515151,5.555555555555555,6.565656565656567,1.2626262626262623,9.090909090909092,3.0303030303030303,5.808080808080808,3.2828282828282838,10.606060606060606,2.525252525252525,2.0202020202020203,5.555555555555555,2.0202020202020203,8.585858585858585,3.0303030303030303,5.808080808080808,10.85858585858586,0.2525252525252525,3.0303030303030303,12.12121212121212,14.898989898989898,36.86868686868687,43157.49219999999,6.873448371887207,0.0454545454545454,31.689393939393923,Gloeobacter violaceus PCC 7421,1,0,0,1,1,1,0,1,0,2.429487943649292,9.483498476967448,18.77463488733116,19.0224957287992,80.0,8.75,3.75,2.5,8.75,1.25,11.25,1.25,6.25,3.75,8.75,2.5,3.75,5.0,0.0,7.5,2.5,6.25,11.25,0.0,5.0,11.25,12.5,35.0,8653.965699999999,0.731650614413816
BAC08548.1,0.6203,30.032,1.451,30,235.5,2230.0950000000003,7363.555,0.0806797692030292,0.012738910926794,0.0615668950595023,0.0934186801298233,0.0233591777857915,0.0806797692030292,0.0424630364226469,0.0658222142084385,0.0530742877749729,0.110403894698882,0.0254778218535881,0.0424630364226469,0.0382167327803822,0.012738910926794,0.0509556437071763,0.0445816804904435,0.0382167327803822,0.0976649837720879,0.0084926072845293,0.0169852145690587,0.5307969707897584,0.1677244861161197,0.1549855751893256,0.1464929679047962,879.0,25925.2,-2.0,225.0,159.0,6.0,19.0,22.0,18.0,15.0,39.0,20.0,5.0,16.0,7.0,167.0,34.5,-36.5,5.96,0.7066737790422001,0.1138123924268502,14422.88,206.365,Q8DK70,-,402,8.208955223880597,1.4925373134328357,3.9800995024875614,9.203980099502488,1.4925373134328357,8.706467661691542,2.238805970149253,7.213930348258707,4.975124378109453,8.706467661691542,3.482587064676617,2.985074626865672,5.721393034825871,1.7412935323383083,6.7164179104477615,3.9800995024875614,5.472636815920398,9.701492537313433,0.2487562189054726,3.731343283582089,13.184079601990051,13.930348258706468,33.83084577114428,44191.66679999999,5.938333320617676,0.0547263681592039,36.24480099502487,Thermosynechococcus vestitus BP-1,1,0,1,1,1,1,0,1,0,2.6153719425201416,9.563118713572806,38.83181243127612,38.99255059452644,80.0,7.5,3.75,2.5,11.25,1.25,11.25,1.25,5.0,5.0,8.75,2.5,3.75,5.0,2.5,5.0,2.5,2.5,12.5,0.0,6.25,13.750000000000002,11.25,33.75,8759.010000000004,0.7106312292358804
